id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15772067,"SOHO,TRIBECA,LOFT,4500sqft.",46990279,Phenix,Manhattan,Tribeca,40.71634,-74.00505,Entire home/apt,1500,2,4,2017-09-15,0.12,1,365
35900353,Splendid 4Br 2Ba | Steps From Midtown!,268452805,Marsha & Jakob,Manhattan,Kips Bay,40.73985,-73.98074,Entire home/apt,600,3,0,,,1,355
27398782,WeLive Wall Street -- Four Bedroom / Two Bath,159610596,WeWork,Manhattan,Financial District,40.70448,-74.00615,Entire home/apt,525,1,25,2019-07-07,2.53,6,203
12020835,East Village Oasis,42435983,Mark,Manhattan,East Village,40.72296,-73.98321999999999,Entire home/apt,450,1,45,2019-07-01,1.17,1,287
15745537,★Hip ★Subway 1 min ★Backyard  ★3Beds ★Huge ★Duplex,5321130,Anna,Brooklyn,Bedford-Stuyvesant,40.68915,-73.95245,Entire home/apt,365,5,77,2019-06-20,2.44,1,112
15496616,Bluebird Hells Kitchen 1-BR  Apt Near Central Park,95459395,Bluebird,Manhattan,Hell's Kitchen,40.76038,-73.99951,Entire home/apt,534,30,0,,,18,365
22669096,"UWS, Luxury Modern 1 BR 1 Bath, Doorman.",85886048,Lauren,Manhattan,Upper West Side,40.7817,-73.982,Private room,395,3,0,,,1,365
8900026,"BOUTIQUE LUXURY 2 Bedroom, 2 bath Apt in Chelsea",2543296,Jazil,Manhattan,Chelsea,40.743390000000005,-73.99414,Entire home/apt,450,6,2,2018-12-29,0.05,1,0
999248,TriBeCa 2500 Sq Ft w/ Priv Elevator,273174,Jon,Manhattan,Tribeca,40.71927,-74.00453,Entire home/apt,575,1,447,2019-07-01,5.89,3,207
22779746,East 7th Street III by (Hidden by Airbnb),156158778,Sally,Manhattan,East Village,40.72779,-73.98644,Entire home/apt,3518,1,0,,,12,215
625197,"Williamsburg, Brooklyn Townhouse",1974637,Gina,Brooklyn,Williamsburg,40.71455,-73.93739000000001,Entire home/apt,400,3,2,2018-10-22,0.17,1,83
15392689,"Private, Spacious Bedroom in Harlem, single bed",7055854,Diane,Manhattan,East Harlem,40.80242,-73.94215,Private room,1500,4,1,2019-01-27,0.18,5,188
34595255,BRIGHT DESIGNER FLAT heart of Greenwich Village,254509494,Alex,Manhattan,Greenwich Village,40.73301,-73.99819000000001,Entire home/apt,420,3,6,2019-07-01,3.1,1,144
35155176,2BEDROOM APARTMENT NY CITY,264758587,Vanessa,Brooklyn,Williamsburg,40.71986,-73.95891,Entire home/apt,500,3,3,2019-06-16,2.37,1,353
33577934,"Rad Chelsea 2BR w/ Sundeck, Doorman + Rooftop views by Blueground",107434423,Blueground,Manhattan,Flatiron District,40.74394,-73.99094000000001,Entire home/apt,439,30,0,,,232,278
29486682,Loft Space with Incredible Windows,5118419,Greg,Manhattan,Chinatown,40.717220000000005,-74.00293,Entire home/apt,1500,1,0,,,1,365
24535740,TV-PHOTO-FILM-CINEMA-ART GALLERY-MUSIC STUDIO-LOFT,183779546,David & Javier,Brooklyn,Williamsburg,40.71824,-73.95175,Entire home/apt,1000,1,9,2019-04-27,0.66,1,88
22436899,1-BR Lincoln Center,72390391,Jelena,Manhattan,Upper West Side,40.77213,-73.98665,Entire home/apt,10000,30,0,,,1,83
7985333,"Chic, Modern 2 Bedroom in Bright, Airy High Rise",32218896,Nick,Manhattan,Chelsea,40.74904,-74.00164000000001,Entire home/apt,400,3,15,2019-07-06,0.39,1,0
2563997,Garden Duplex in Clinton Hill,13067214,Dominick,Brooklyn,Clinton Hill,40.6842,-73.9636,Entire home/apt,595,4,22,2019-01-01,0.39,1,0
9810235,Tribeca Loft,50539403,Yuri,Manhattan,Tribeca,40.71819,-74.00833,Entire home/apt,500,4,0,,,1,0
6797129,Spacious 1BR & Loft near Park,8924676,Taeler,Manhattan,Upper West Side,40.77824,-73.97700999999999,Entire home/apt,375,1,0,,,1,0
16870827,Private Lrg bedroom in a convrtable 2 Bed Apt.,79089979,Clell,Brooklyn,Bay Ridge,40.63845,-74.02649,Private room,800,1,43,2019-06-27,1.64,1,55
4996877,"Awesome, Sunny Loft - Two Floors!",317718,Andrew,Brooklyn,Greenpoint,40.72514,-73.95392,Entire home/apt,380,4,0,,,1,177
28128149,LUXURY 1 BR ON WEST 48TH ST-POOL/GYM/CLUB HOUSE,200380610,Pranjal,Manhattan,Theater District,40.76106,-73.98574,Entire home/apt,410,30,0,,,65,365
16229585,Large Duplex on the west village with  Backyard,2279300,Jay,Manhattan,West Village,40.73015,-74.00304,Entire home/apt,400,3,17,2019-07-02,1.16,1,334
34981466,Lex Penthouse with Private Roof Top Terrace,263564835,Steffan Per,Manhattan,Midtown,40.74383,-73.98286,Private room,975,30,0,,,1,363
10928250,Modern Central Harlem Townhouse,7650414,Keith,Manhattan,Harlem,40.80257,-73.94693000000001,Entire home/apt,399,5,9,2018-08-29,0.25,2,12
25491443,New 4BDR LOFT in Williamsburg 2 stops to Manhattan,188023318,Selina,Brooklyn,Greenpoint,40.72609,-73.95681,Entire home/apt,460,1,30,2019-06-21,2.49,4,63
27387265,LUXURY 3BR IN MIDTOWN WEST NEAR COLUMBUS CIRCLE,200380610,Pranjal,Manhattan,Midtown,40.76366,-73.98342,Entire home/apt,435,30,0,,,65,329
28779428,3Bedroom+1.5bath Loft apartment,211549023,Studioplus,Manhattan,Midtown,40.74823,-73.98697,Entire home/apt,500,2,14,2019-06-17,2.07,13,272
29456271,Sophisticated Artist Loft sale! Reg. $525.,6573459,Shelli,Manhattan,Financial District,40.71086,-74.00721,Entire home/apt,525,2,3,2019-05-24,0.36,1,158
35122826,Luxury & Cozy Penthouse in Manhattan,187544628,Kaito,Manhattan,Hell's Kitchen,40.76142,-73.99431,Entire home/apt,390,3,1,2019-06-22,1.0,1,5
21867029,Executive Suite near Central Park!,67349249,ResortShare,Manhattan,Midtown,40.76574,-73.98018,Entire home/apt,450,2,0,,,4,229
21794873,Exclusive  & Luxurious 4BR/4Bath Townhouse,72205446,Trish,Manhattan,Murray Hill,40.74866,-73.97846,Entire home/apt,1000,3,10,2019-06-03,2.07,1,310
3445138,The Sunniest of Brooklyn Brownstones,17051201,G,Brooklyn,Park Slope,40.67224,-73.97837,Entire home/apt,495,3,15,2019-05-27,0.27,3,198
11130697,Luxury New York Apartment,57843472,David,Manhattan,Hell's Kitchen,40.76198,-73.99739,Private room,550,1,0,,,1,0
34301415,Elegant Top Floor 3BD/2 Bath in Chelsea,257897148,Avery,Manhattan,Chelsea,40.74287,-73.99785,Entire home/apt,499,5,6,2019-06-19,3.46,1,132
2250372,"Huge 3BR Penthouse, Private Roof!",11490872,Nick,Manhattan,Kips Bay,40.74422,-73.97822,Entire home/apt,1550,2,0,,,1,0
14231606,La Dolce Vita Apartment in Garfield,86513733,Joann,Bronx,Van Nest,40.84166,-73.86818000000001,Entire home/apt,425,5,0,,,1,363
19943440,Charming 2B/2BR in the heart of the West Village,141335210,Eric,Manhattan,West Village,40.73447,-74.00265999999999,Entire home/apt,599,1,0,,,1,0
7912513,"New Yorker-Featured, Light-Filled 3 Bedroom Loft",1696219,George,Manhattan,East Village,40.7336,-73.99006,Entire home/apt,1200,3,9,2018-01-02,0.25,1,359
13496318,Amazing Park Slope Duplex plus Finished Basement.,16288928,Julie,Brooklyn,Park Slope,40.67885,-73.97929,Entire home/apt,450,7,14,2019-06-08,0.64,2,360
6969473,SOHO GEM 2750 SQ FT,30247261,Nima,Manhattan,Little Italy,40.72039,-73.99683,Entire home/apt,999,7,1,2015-12-27,0.02,1,0
20141920,"12 Mins to Manhattan, 25 Mins to Times Square.",136812761,Wendy,Brooklyn,Bedford-Stuyvesant,40.69537,-73.93598,Entire home/apt,389,1,107,2019-07-06,4.77,3,64
20933849,the best you can find,13709292,Qiuchi,Manhattan,Murray Hill,40.75091,-73.97596999999999,Entire home/apt,0,3,0,,,1,0
18094212,Beautiful 3000-Square-Ft Brownstone in Cobble Hill,121274,Joanna,Brooklyn,Cobble Hill,40.68673,-73.99653,Entire home/apt,700,4,4,2019-01-23,0.21,1,15
2425871,Newly Built Full Bedroom In TriBeCa,12399023,Ankush,Manhattan,Tribeca,40.7159,-74.00834,Private room,500,1,0,,,1,0
15928889,Cozy private room in a new building in Bushwick,103273584,Kevin,Brooklyn,Bushwick,40.69283,-73.92702,Private room,900,15,3,2018-09-26,0.09,1,83
32137481,Greenwich Village Luxury Loft,10476957,Gina & Alex,Manhattan,Greenwich Village,40.7312,-74.00025,Entire home/apt,1000,2,8,2019-05-12,1.59,1,273
15218066,1Bdrm Deluxe WYNDHAM MIDTOWN 45*Great Location NYC,96098402,Wynpoints,Manhattan,Midtown,40.75388,-73.97308000000001,Private room,799,3,2,2016-11-05,0.06,12,365
26665387,3 Level Loft♦♦♦Private Terrace W/views ♦♦♦Flatiron,158687034,Eric,Manhattan,Midtown,40.74493,-73.9824,Entire home/apt,500,5,39,2019-06-30,3.24,1,114
2276383,Penthouse with Private Rooftop for Events/Shoots,11623750,Mike,Manhattan,Greenwich Village,40.7335,-73.99834,Entire home/apt,2500,1,0,,,1,0
32237493,Sonder | Stock Exchange | Serene 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.7065,-74.01171,Entire home/apt,404,2,15,2019-06-09,3.19,327,310
26832286,Luxe Designed Home by Times Sq with a View,2690202,Remy,Manhattan,Theater District,40.75987,-73.986,Entire home/apt,375,5,0,,,1,0
20305160,Beach House Retreat. 15 minutes from Manhattan.,1715301,Mark,Staten Island,Fort Wadsworth,40.59546,-74.06092,Entire home/apt,800,7,0,,,3,365
25340516,Garden Duplex close to Central Park,136454672,Fabiana,Manhattan,Upper East Side,40.76516,-73.96562,Entire home/apt,1000,3,10,2019-06-08,0.79,1,84
27161807,3 Private Rooms in Full Floor East Village Apt,134613498,Adonis,Manhattan,East Village,40.72673,-73.98765999999999,Private room,415,1,2,2018-12-23,0.23,7,0
32182464,2BR DUPLEX WITH PRIVATE GARDEN IN CHELSEA,200380610,Pranjal,Manhattan,Chelsea,40.74468,-74.00157,Entire home/apt,382,90,0,,,65,364
9362788,Large Family Size Apt. Ground Zero,812866,Vicki,Manhattan,Battery Park City,40.70941,-74.01774,Entire home/apt,450,1,0,,,1,0
26871154,Green Brooklyn -- house near the park w/ parking,202096567,Laurel,Brooklyn,Windsor Terrace,40.65667,-73.97908000000001,Entire home/apt,390,5,0,,,1,15
2856770,Family Friendly 3 bedroom 2 bath w. Washer/Dryer,14565422,Janelle,Manhattan,East Harlem,40.78587,-73.94764,Entire home/apt,650,2,67,2019-06-23,1.76,2,283
25543561,NYC LUXURY PENTHOUSE MIDTOWN &GYM&AMAZING VIEW,133596333,Talia,Manhattan,Kips Bay,40.74383,-73.97798,Entire home/apt,499,3,11,2019-06-25,0.82,1,55
2186452,Tribeca Loft for Superbowl Wknd,10636508,Reed,Manhattan,Tribeca,40.71725,-74.00528,Entire home/apt,1500,1,0,,,1,0
16251345,Sunny Cobble Hill 2 BR+ Cozy & Ecletic Brownstone,1468716,Peggy,Brooklyn,Cobble Hill,40.68631,-73.99624,Entire home/apt,700,4,3,2019-04-17,0.24,1,89
25319136,"NEW elegant 2brm 2bath
Loft .",4399103,James,Manhattan,Greenwich Village,40.72768,-73.99916999999999,Entire home/apt,410,31,40,2019-07-01,3.2,2,10
25997937,Deluxe Loft Suite,57257950,Franklin,Brooklyn,Greenpoint,40.73218,-73.95855,Private room,399,1,1,2018-09-03,0.1,4,249
34543610,"Designer luxurious 3Bed/2Bath Apt w/Gym, Doorman",232596712,Jessica,Manhattan,Upper West Side,40.77667,-73.97945,Entire home/apt,580,30,0,,,6,337
34305085,Splendid LOFT 6BED/3BATH - steps to Central PARK,258249038,Joseph Luis,Manhattan,Upper West Side,40.79641,-73.96253,Entire home/apt,589,5,4,2019-06-26,4.0,1,109
1284789,Light-filled Brownstone Triplex with Roof Deck,5768571,Gus,Brooklyn,Prospect Heights,40.67731,-73.96401999999999,Entire home/apt,390,3,0,,,1,28
10123090,Midtown Manhattan steps from 5thAve,51948055,Yvonne,Manhattan,Midtown,40.76372,-73.97691999999999,Entire home/apt,500,29,5,2016-09-26,0.13,1,88
15249063,Gorgeous 2 Bedroom apartment /Upper East side,12008116,Cristina,Manhattan,Upper East Side,40.77341,-73.95025,Entire home/apt,375,1,16,2019-06-23,0.51,1,110
28952972,"Penthouse Suite at the Manhattan Club, NYC",91757655,Edward,Manhattan,Midtown,40.7656,-73.98,Private room,450,3,0,,,1,339
32054910,West 88th Street by (Hidden by Airbnb),156158778,Sally,Manhattan,Upper West Side,40.78742,-73.97010999999999,Entire home/apt,3512,1,0,,,12,124
21254718,Bright Comfy Apartment Steps to Columbia & Barnard,56197328,Paul,Manhattan,Morningside Heights,40.80647,-73.96576,Entire home/apt,573,3,1,2018-10-18,0.11,2,0
36303421,3 Bedroom Apartment in Upper West Side Manhattan,217362657,Josua,Manhattan,Upper West Side,40.79469,-73.96687,Entire home/apt,520,30,0,,,1,310
19717109,Great 2BD in TriBeCa,8586684,Julian,Manhattan,SoHo,40.72569,-74.00849000000001,Entire home/apt,700,2,1,2017-07-08,0.04,1,0
18271282,Gimme Shelter,126311719,Kricket,Manhattan,SoHo,40.7239,-73.99678,Entire home/apt,850,30,7,2018-12-01,0.26,1,365
22830508,Williamsburg Garden Oasis,168159627,Holly,Brooklyn,Williamsburg,40.72017,-73.95976999999999,Entire home/apt,600,2,26,2019-05-09,1.59,1,253
2220959,XTRA LARGE 1 Bedroom Gramercy Apt,11330638,Lindsay,Manhattan,Kips Bay,40.73879,-73.98226,Entire home/apt,749,1,0,,,1,0
33530282,LUXURY 2bedrm w/ Outdoor Patio - TimeSq/42nd & 9th,51667335,Janio,Manhattan,Hell's Kitchen,40.76022,-73.99253,Entire home/apt,395,2,11,2019-06-23,3.63,1,247
34757500,UN Artists Full Floor Loft - 3 Bedroom/2 Bath,101109383,Will AND Kelly,Manhattan,Midtown,40.75487,-73.96898,Entire home/apt,500,3,1,2019-06-08,1.0,1,257
21175139,"Manhattan, double size sofa bed no deposit",7055854,Diane,Manhattan,Harlem,40.80323,-73.94253,Private room,1500,5,3,2017-10-23,0.14,5,219
20193830,Family brownstone with backyard.,1294005,Peter,Brooklyn,Clinton Hill,40.68828,-73.96215,Entire home/apt,450,2,5,2018-06-30,0.22,1,0
523123,Tranquility & convenience in Bklyn,2572253,Carl,Brooklyn,South Slope,40.66051,-73.98495,Entire home/apt,375,5,19,2018-12-30,0.23,1,43
35876236,Three Bedroom Apartment Steps from Union Square,269233466,Chris,Manhattan,East Village,40.72936,-73.98298,Entire home/apt,400,3,2,2019-07-07,2.0,1,336
33718909,Park Avenue # Central Park # Luxury # 2 Bedroom,253507120,Mikey,Manhattan,Upper East Side,40.7649,-73.96795,Entire home/apt,395,7,4,2019-07-02,2.35,1,279
31127742,1000 Sq Ft HUGE apartment with Empire State views.,232648305,Josh,Manhattan,Kips Bay,40.74061,-73.98063,Entire home/apt,450,1,2,2019-03-04,0.32,1,89
17666300,Ultimate 50th Floor Downtown Penthouse  - 4000SqFt,120250860,Diana,Manhattan,SoHo,40.72318,-74.00223000000001,Entire home/apt,2250,2,21,2019-07-01,0.74,2,343
14028597,Ground floor  2 Bedrooms with Backyard & BBQ,42106344,Mike,Brooklyn,Williamsburg,40.71723,-73.96703000000001,Entire home/apt,360,5,8,2019-06-21,0.26,1,175
34127215,Beautiful Williamsburg Townhouse 4 bed / 2.5 bath,257685807,Alejandra,Brooklyn,Williamsburg,40.70927,-73.96149,Entire home/apt,650,2,0,,,1,157
18312034,Prestige Townhouse 5B 3.5bath East Central Park,37901086,Virginie,Manhattan,Upper East Side,40.76482,-73.96061,Entire home/apt,1475,1,1,2019-07-03,1.0,1,362
4823682,Cat-sit in our Awesome Apartment!,2921076,Kelly,Brooklyn,Bedford-Stuyvesant,40.68235,-73.94634,Entire home/apt,2000,7,3,2015-12-30,0.05,1,0
30815183,Location Location Location !!,230516915,C,Manhattan,Upper East Side,40.78013,-73.96030999999999,Entire home/apt,590,14,0,,,1,358
19261720,Oceanfront vacation home on Rockaway Beach,6988611,Jill,Queens,Arverne,40.58781,-73.79316999999999,Entire home/apt,1500,3,0,,,1,342
13963005,Gorgeous 2 Bedroom apartment,41870118,Iveta,Queens,Forest Hills,40.72064,-73.83746,Entire home/apt,2350,365,0,,,1,364
28492753,New York City 4 Room Suite at The Manhattan Club,215073823,William,Manhattan,Midtown,40.76534,-73.98096,Private room,425,1,4,2019-04-22,0.53,1,0
29327591,"Beautiful Chelsea 1BR w/ Balcony, Doorman + Gym by Blueground",107434423,Blueground,Manhattan,Chelsea,40.73769,-73.99734000000001,Entire home/apt,374,30,0,,,232,263
11359913,Gramercy Townhouse,53356372,Brenda,Manhattan,Gramercy,40.73546,-73.98057,Entire home/apt,1200,2,0,,,1,0
19880329,Charming Townhouse duplex in Chelsea,6861839,Eli,Manhattan,Chelsea,40.74637,-74.00263000000001,Entire home/apt,500,3,1,2017-12-29,0.05,1,0
12398308,Huge family friendly loft in Soho,14136274,Stacey,Manhattan,SoHo,40.7244,-74.00681,Entire home/apt,500,2,0,,,1,0
2158171,Luxury NYC Studio for Super Bowl 48,11012889,Judy,Manhattan,Financial District,40.70451,-74.00671,Entire home/apt,575,1,0,,,1,0
15449415,Lux 2 Bedroom NYC Apt on the Hudson River!,30283594,Kara,Manhattan,Hell's Kitchen,40.76253,-73.99803,Entire home/apt,379,30,0,,,121,185
3236977,Private 3 Floor Whole Hse/Garden,11494077,Melissa,Brooklyn,Carroll Gardens,40.68252,-73.99224,Entire home/apt,425,6,5,2019-07-05,0.08,1,321
25018204,"Paradise Garden, Spa, Steam & Massage Table #10299",172611460,Rasmus,Manhattan,Harlem,40.82263,-73.95181,Entire home/apt,2500,3,14,2019-06-24,1.38,2,150
20926888,Bedstuy/Bushwick 3 FLOOR TOWNHOUSE,11638358,Jeremy,Brooklyn,Bedford-Stuyvesant,40.69031,-73.93903,Entire home/apt,370,5,23,2019-06-23,1.25,2,171
2037951,Modern West Village Apartment,4191006,Nick,Manhattan,West Village,40.73858,-74.00875,Private room,500,365,0,,,1,0
35023464,4 Bedrooms 4 Baths at Midtown East Manhattan,146005201,Aaron Paul,Manhattan,Midtown,40.75821,-73.96313,Entire home/apt,650,30,0,,,1,310
28864263,Large 2BED Midtown Full Kitchen and Free Breakfast,214347105,Roman,Manhattan,Midtown,40.75396,-73.96559,Entire home/apt,380,3,10,2019-06-14,1.12,8,225
34967678,Luxury 3/2 in Prime Lower East with Elevator!,8014888,Joel And Marie,Manhattan,Chinatown,40.71801,-73.9943,Entire home/apt,499,4,6,2019-06-27,4.62,1,299
20016493,"ART LOFT/HOME:  DINNERS, GATHERINGS, PHOTO",142118455,Allan,Manhattan,NoHo,40.7256,-73.99486999999999,Entire home/apt,1795,1,38,2019-06-21,1.65,1,116
21915201,Soho 2 Bedroom Private Terrace,159903889,Patricia,Manhattan,SoHo,40.72067,-74.00024,Entire home/apt,400,4,42,2019-06-22,2.13,1,306
35233606,Heart and Soul of East Village,159357000,Otavio & Ashley,Manhattan,Murray Hill,40.74814,-73.97955,Entire home/apt,450,1,0,,,1,215
30393803,Stately Central Chelsea 1BR w/ Gym + Doorman by Blueground,107434423,Blueground,Manhattan,Chelsea,40.74261,-73.99457,Entire home/apt,356,30,0,,,232,323
27237631,*NO GUEST SERVICE FEE* Beekman Tower One Bedroom Suite with Queen Bed & Free Wifi,205031545,Red Awning,Manhattan,Midtown,40.75238,-73.96653,Entire home/apt,737,3,2,2019-05-23,0.71,49,224
34864369,dumbo gem with garden sleeps 3.,121080979,Jason,Brooklyn,DUMBO,40.70378,-73.99278000000001,Private room,400,3,0,,,1,136
17860684,Manhattan Club (1 bedroom/Sleeps 4),41069190,Ana,Manhattan,Midtown,40.76587,-73.98210999999999,Entire home/apt,380,4,0,,,1,0
6800548,Spacious 4bed/2bath-heart of W'burg,503555,Phyl,Brooklyn,Williamsburg,40.71296,-73.96148000000001,Entire home/apt,389,3,18,2016-07-24,0.37,3,0
9937547,Upscale 2-Bedroom Upper Eastside Apt,30283594,Kara,Manhattan,Upper East Side,40.76453,-73.95911,Entire home/apt,369,30,0,,,121,297
21548054,Gorgeous East Village Luxury Apt,15508421,Peter,Manhattan,East Village,40.72834,-73.97907,Entire home/apt,400,30,0,,,1,119
16487823,2 Double Bed Hotel Style WYNDHAM MIDTOWN 45 *NYC*,69545883,Chayla,Manhattan,Midtown,40.75327,-73.97175,Private room,599,3,2,2017-05-27,0.07,12,365
36304817,HugeHipHome 5BR 2 Bath w/ Yard 15 min to Midtown!,143725634,Jennifer,Queens,Long Island City,40.76001,-73.93030999999999,Entire home/apt,450,2,0,,,1,321
34518079,Park Avenue Suite with Large Outdoor Terrace,260577152,Royalton Park Avenue,Manhattan,Midtown,40.74291,-73.9868,Private room,400,1,0,,,10,330
30398902,Cozy 1 bedroom in the heart of Hell's Kitchen!,14501006,Ryan,Manhattan,Hell's Kitchen,40.76007,-73.98965,Entire home/apt,430,2,0,,,1,0
32327326,Tabor Room at Incentra Village Hotel,241889662,Incentra,Manhattan,West Village,40.73697,-74.00343000000001,Private room,999,1,2,2019-05-26,0.59,5,334
10246479,The St. Johns: A 5-Bedroom Townhouse Near the Park,22693737,Estee,Brooklyn,Crown Heights,40.67146,-73.94377,Entire home/apt,500,30,96,2019-06-23,2.38,1,339
30370630,Cozy Home 3,213781715,Anting,Brooklyn,Greenpoint,40.7318,-73.95307,Entire home/apt,399,1,0,,,33,364
35576863,JAVITS Beautiful Stay for your NYC Vacation *****,83819376,Ryan & Mary,Manhattan,Hell's Kitchen,40.75438,-73.99378,Entire home/apt,843,1,4,2019-07-04,4.0,1,358
8029217,MASSIVE UNION SQ LOFT - Labor Day,36640518,Michelle,Manhattan,Chelsea,40.737,-73.99576,Entire home/apt,500,1,0,,,1,0
30885549,Room with Balcony in trendy Williamsburg,47739675,David,Brooklyn,Williamsburg,40.71792,-73.95312,Private room,500,28,1,2018-12-31,0.16,1,89
36382093,Chelsea Corner Unit Overlooking the Highline,1256264,Michelle,Manhattan,Chelsea,40.75113,-74.00231,Entire home/apt,450,5,0,,,1,167
35154803,Modern City Suites - Near Central Park,231281049,The Manhattan Club,Manhattan,Midtown,40.7655,-73.98236999999999,Private room,399,1,1,2019-06-22,1.0,4,346
32168942,Luxury Modern Artist Chelsea Apartment,116089235,Noemi,Manhattan,Chelsea,40.75117,-73.99735,Entire home/apt,500,3,1,2019-05-23,0.63,1,77
19970764,"BRAND NEW MODERN 2BR 1BA,HEART OF LOWER EAST SIDE!",22129776,Ali,Manhattan,Lower East Side,40.72337,-73.99056999999999,Entire home/apt,449,1,3,2019-05-05,0.63,3,352
20679666,"RENOVATED 2BR BY CENTRAL PARK, 51 AND 9",22129776,Ali,Manhattan,Hell's Kitchen,40.76363,-73.98746,Entire home/apt,379,1,3,2018-12-08,0.14,3,365
1864757,3+ Bedroom Steps to Park Avenue,194918,David,Manhattan,Upper East Side,40.77585,-73.95566,Entire home/apt,600,3,46,2019-05-27,0.67,1,210
20522061,Fabulous flat iron 2 bedroom 2 bathroom,25043341,Lisa,Manhattan,Flatiron District,40.73969,-73.98962,Entire home/apt,495,1,43,2019-06-09,1.91,1,343
7194538,"Big home, 3 floors, good 4 families",37633503,Tina,Manhattan,Harlem,40.80595,-73.94882,Entire home/apt,355,3,42,2019-06-22,1.03,1,116
2271504,SUPER BOWL Brooklyn Duplex Apt!!,11598359,Jonathan,Brooklyn,Clinton Hill,40.68766,-73.96439000000001,Entire home/apt,6500,1,0,,,1,0
7838393,Stunning 2bed/2bath W'burg luxury apt w/ VIEWS!,3147660,Georgia,Brooklyn,Williamsburg,40.70985,-73.96923000000001,Entire home/apt,500,2,39,2019-05-30,0.84,1,330
24895943,Beautiful and Spacious UES Gallery Like apartment,51112551,Kenneth,Manhattan,Upper East Side,40.7618,-73.96546,Entire home/apt,375,2,0,,,1,83
23765937,Huge Williamsburg Loft w/ kids friendly amenities.,176051903,Emerson,Brooklyn,Williamsburg,40.71832,-73.96354000000001,Entire home/apt,550,5,3,2019-07-05,0.28,1,38
35125528,FANTASTIC Large 1 Bedroom near Columbus Circle.,264568970,Mark,Manhattan,Midtown,40.76449,-73.98445,Entire home/apt,400,2,0,,,1,47
35447651,Bright Lusurious  2 BedRoom 3 BED Apartment in NY,266725339,Jake&Aden,Manhattan,Hell's Kitchen,40.76276,-73.9895,Entire home/apt,450,4,8,2019-06-21,8.0,1,66
10454844,Tribeca/Soho Garden Apartment,53327491,Scott,Manhattan,Tribeca,40.71934,-74.00998,Entire home/apt,400,6,40,2019-06-11,1.02,1,105
19237286,Historic Harlem Brownstone -Perfect for Families!,20128515,Ami,Manhattan,Harlem,40.82707,-73.94763,Entire home/apt,400,4,26,2019-06-12,1.21,1,128
20639628,Spacious comfortable master bedroom with nice view,86327101,Adeyemi,Brooklyn,Bedford-Stuyvesant,40.68173,-73.91342,Private room,0,1,93,2019-06-15,4.28,6,176
10514879,"2BR Luxury Sunny Apt, East Village",4118478,Katherine,Manhattan,East Village,40.72948,-73.98885,Entire home/apt,450,1,1,2016-03-27,0.03,1,0
13309763,Large SOHO Artist Loft,75098888,Nate,Manhattan,SoHo,40.72535,-73.9966,Entire home/apt,450,2,41,2019-04-19,1.16,1,0
1016352,Midtown West Modern & Sunny-near Central Park,5593208,Tj,Manhattan,Hell's Kitchen,40.76777,-73.98931999999999,Entire home/apt,550,1,0,,,1,365
32355657,Amazing Apt in West Village NYC,230191262,Lorena,Manhattan,West Village,40.73938,-74.00176,Entire home/apt,400,6,4,2019-07-05,0.83,1,0
12563738,Beautiful spacious brownstone in Central Harlem,10312167,Razia,Manhattan,Harlem,40.80276,-73.94976,Entire home/apt,376,28,53,2019-03-03,1.4,2,310
27627627,New York Condominium,3250725,Ken,Manhattan,SoHo,40.7206,-74.0033,Entire home/apt,1100,3,5,2018-12-27,0.52,1,180
11033590,West Village 2 Bed & Private Roof,16141222,Somar,Manhattan,West Village,40.7341,-74.00434,Entire home/apt,814,3,31,2019-04-11,0.78,1,353
5619149,Vibrant Manhattan Artist Loft,3868692,Lucas,Manhattan,Financial District,40.70462,-74.00986,Entire home/apt,475,2,57,2019-03-01,1.11,2,141
21933725,Manhattan Club! New Years Eve!,158445076,Jonathan,Manhattan,Midtown,40.76432,-73.98075,Entire home/apt,650,3,0,,,1,0
23682816,2 Bedroom Presidential Suite - Wyndham Midtown 45,11186022,Tyler,Manhattan,Midtown,40.75311,-73.97306,Private room,400,3,2,2018-06-14,0.14,1,2
21488093,Rod,128142697,Rod,Manhattan,Upper East Side,40.76719,-73.96973,Entire home/apt,750,4,0,,,2,0
5478741,"Garden, Walk to Empire State, B'way, Subway 2 Blks",28411613,Marea,Manhattan,Midtown,40.74447,-73.98362,Entire home/apt,524,3,57,2019-06-09,1.14,1,115
15234201,#BBS 2-BR Apartment Near Times Square *Specials*,95459395,Bluebird,Manhattan,Midtown,40.76487,-73.98238,Entire home/apt,748,30,0,,,18,364
12561681,"Penthouse 2BR w skylight,terrace, and a roof deck.",68094795,Diane And Ward,Manhattan,Upper East Side,40.76532,-73.9615,Entire home/apt,399,4,55,2019-06-17,1.47,2,237
2253397,For Super Bowl- cool 1BDRM on UES!,11508018,Gretchen,Manhattan,Upper East Side,40.7829,-73.94721,Entire home/apt,500,3,0,,,1,0
30231632,Lower East Side Private Bedroom,72614493,Gino,Manhattan,Lower East Side,40.71246,-73.99069,Private room,355,2,10,2019-06-16,2.34,1,75
